,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
353,ATXS,"Astria Therapeutics, Inc.",823.55M,-2.60%,790087,-
354,ALLO,"Allogene Therapeutics, Inc.",821.19M,-7.89%,3992012,95.00K
355,EOLS,"Evolus, Inc.",813.53M,0.21%,541520,202.09M
356,EMBC,Embecta Corp.,805.53M,-1.72%,355842,1.12B
357,WVE,Wave Life Sciences Ltd.,793.62M,-6.07%,770984,113.31M
358,HSTM,"HealthStream, Inc.",790.54M,-1.99%,130155,279.06M
359,MD,"Pediatrix Medical Group, Inc.",789.92M,-3.30%,657532,1.99B
360,BLFS,"BioLife Solutions, Inc.",787.31M,-1.99%,343563,143.27M
361,PHAR,Pharming Group N.V.,776.00M,-6.67%,2653,272.57M
362,FNA,"Paragon 28, Inc.",775.36M,-2.24%,560746,216.39M
363,CRON,Cronos Group Inc.,770.22M,-1.98%,1369102,87.24M
364,ZYME,Zymeworks Inc.,766.37M,0.19%,432367,76.01M
365,SLRN,"Acelyrin, Inc.",766.06M,-4.49%,948994,-
366,LAB,Standard BioTools Inc.,763.01M,-2.28%,1576899,106.34M
367,FATE,"Fate Therapeutics, Inc.",758.17M,-5.37%,2217756,63.53M
368,TMCI,"Treace Medical Concepts, Inc.",753.41M,-0.81%,506059,187.12M
369,TRML,"Tourmaline Bio, Inc.",746.59M,-8.09%,128225,-
370,AVTE,"Aerovate Therapeutics, Inc.",746.51M,-9.97%,73272,-
371,CVAC,CureVac N.V.,738.95M,-1.19%,1370677,45.62M
372,ATRI,Atrion Corporation,736.00M,-1.21%,26148,169.33M
373,ACCD,"Accolade, Inc.",735.37M,0.63%,826900,388.49M
374,AUPH,Aurinia Pharmaceuticals Inc.,732.49M,-3.05%,1953244,175.51M
375,CGEM,"Cullinan Oncology, Inc.",723.42M,-0.41%,314527,-
376,PRAX,"Praxis Precision Medicines, Inc.",715.00M,-3.97%,79150,2.45M
377,VREX,Varex Imaging Corporation,713.67M,0.87%,364390,877.80M
378,ABVX,Abivax SA,705.31M,-2.03%,44296,-
379,FULC,"Fulcrum Therapeutics, Inc.",703.58M,-1.58%,460545,2.81M
380,NVAX,"Novavax, Inc.",696.97M,-5.14%,4917207,983.71M
381,NRIX,"Nurix Therapeutics, Inc.",696.25M,-3.04%,1367935,76.99M
382,YMAB,"Y-mAbs Therapeutics, Inc.",693.43M,-5.30%,298847,84.82M
383,PRTC,PureTech Health plc,691.07M,-1.62%,497,15.62M
384,COGT,"Cogent Biosciences, Inc.",682.71M,-0.30%,1956859,-
385,LBPH,"Longboard Pharmaceuticals, Inc.",677.66M,-5.36%,1331140,-
386,FUSN,Fusion Pharmaceuticals Inc.,672.65M,-1.68%,587329,2.21M
387,EDIT,"Editas Medicine, Inc.",672.51M,-5.12%,1470995,78.12M
388,FLGT,"Fulgent Genetics, Inc.",668.07M,-3.69%,405334,289.21M
389,SIBN,"SI-BONE, Inc.",666.07M,-0.43%,337839,138.89M
390,CCCC,"C4 Therapeutics, Inc.",652.39M,-11.37%,2917190,20.76M
391,APLT,"Applied Therapeutics, Inc.",646.97M,-4.75%,1685691,9.99M
392,SVRA,Savara Inc.,646.53M,-4.70%,580785,-
393,OLMA,"Olema Pharmaceuticals, Inc.",644.14M,-7.44%,1499996,-
394,ANAB,"AnaptysBio, Inc.",635.89M,-4.41%,368729,17.16M
395,OPK,"OPKO Health, Inc.",630.99M,-3.69%,10613717,863.50M
396,CMPS,COMPASS Pathways plc,629.11M,-8.11%,732566,-
397,CATX,"Perspective Therapeutics, Inc.",627.88M,-4.46%,1558809,8.17M
398,RVNC,"Revance Therapeutics, Inc.",627.37M,-9.80%,1907284,234.04M
399,MLYS,"Mineralys Therapeutics, Inc.",623.00M,0.08%,76591,-
400,OABI,"OmniAb, Inc.",621.05M,-2.59%,449204,64.69M
401,LXRX,"Lexicon Pharmaceuticals, Inc.",610.67M,-2.02%,3067260,531.00K
402,MRSN,"Mersana Therapeutics, Inc.",610.15M,-12.80%,2915297,36.86M
403,CCRN,"Cross Country Healthcare, Inc.",608.39M,-3.77%,310403,2.02B
404,CALT,Calliditas Therapeutics AB (publ),608.06M,-3.23%,2460,105.88M
405,SILK,"Silk Road Medical, Inc",606.42M,1.42%,736183,177.13M
406,MNMD,Mind Medicine (MindMed) Inc.,606.31M,-5.35%,2408003,-
407,BMEA,"Biomea Fusion, Inc.",602.00M,-3.22%,1006092,-
408,KIDS,OrthoPediatrics Corp.,601.69M,-5.09%,198573,148.73M
409,NNOX,Nano-X Imaging Ltd.,598.97M,1.83%,4516000,9.64M
410,ALEC,"Alector, Inc.",594.60M,-2.58%,520994,97.06M
411,NKTX,"Nkarta, Inc.",594.50M,-11.78%,856088,-
412,AVBP,"ArriVent BioPharma, Inc.",593.44M,-5.97%,261998,-
413,TVTX,"Travere Therapeutics, Inc.",586.34M,-7.61%,978967,145.24M
414,IGMS,"IGM Biosciences, Inc.",584.93M,2.51%,315835,2.13M
415,INNV,InnovAge Holding Corp.,582.33M,-8.64%,26929,720.80M
416,PLSE,"Pulse Biosciences, Inc.",569.40M,-4.66%,115129,-9.00K
417,PNTG,"The Pennant Group, Inc.",569.04M,-2.27%,83692,544.89M
418,LYEL,"Lyell Immunopharma, Inc.",561.55M,-5.96%,1031515,130.00K
419,ALXO,ALX Oncology Holdings Inc.,560.20M,-3.88%,378734,-
420,IRMD,IRadimed Corporation,557.04M,-3.24%,100850,65.56M
421,LRMR,"Larimar Therapeutics, Inc.",554.96M,-6.51%,538156,-
422,REPL,"Replimune Group, Inc.",551.26M,-1.56%,1054345,-
423,RDUS,"Radius Health, Inc.",546.37M,-3.63%,168345,2.96B
424,CSTL,"Castle Biosciences, Inc.",545.16M,-2.82%,144075,219.79M
425,EHAB,"Enhabit, Inc.",543.40M,0.09%,937042,1.05B
426,TALK,"Talkspace, Inc.",541.39M,-0.31%,839868,150.05M
427,ABSI,Absci Corporation,537.16M,-1.84%,1099655,6.94M
428,LIAN,LianBio,534.91M,0.81%,253919,-
429,OFIX,Orthofix Medical Inc.,534.54M,-3.29%,359274,746.64M
430,ALT,"Altimmune, Inc.",531.38M,-8.11%,3224550,279.00K
431,GHRS,GH Research PLC,529.13M,-1.26%,93550,-
432,KALV,"KalVista Pharmaceuticals, Inc.",526.72M,-0.48%,454926,-
433,DNTH,"Dianthus Therapeutics, Inc.",524.21M,-8.29%,137299,924.00K
434,VALN,Valneva SE,522.63M,0.61%,12380,237.46M
435,MPLN,MultiPlan Corporation,519.11M,-5.10%,1933146,961.52M
436,OSUR,"OraSure Technologies, Inc.",518.79M,-2.13%,1034213,405.47M
437,CDNA,"CareDx, Inc",516.75M,-5.32%,761676,280.32M
438,PAHC,Phibro Animal Health Corporation,515.61M,-5.03%,232040,982.01M
439,NVRO,Nevro Corp.,510.48M,-3.07%,525697,425.17M
440,CRBU,"Caribou Biosciences, Inc.",505.76M,-4.29%,2604011,34.48M
441,MRNS,"Marinus Pharmaceuticals, Inc.",499.98M,-5.19%,470357,30.99M
442,VTYX,"Ventyx Biosciences, Inc.",498.20M,-7.85%,1564784,-
443,VYGR,"Voyager Therapeutics, Inc.",495.76M,-0.11%,451695,250.01M
444,SIGA,"SIGA Technologies, Inc.",488.42M,7.13%,2506229,139.92M
445,NYXH,Nyxoah S.A.,484.07M,-3.21%,79068,4.83M
446,HCAT,"Health Catalyst, Inc.",476.70M,-4.18%,675594,295.94M
447,ANNX,"Annexon, Inc.",475.91M,-2.95%,3053331,-
448,ELVN,"Enliven Therapeutics, Inc.",475.59M,-5.95%,95323,-
449,ADPT,Adaptive Biotechnologies Corporation,474.45M,-4.40%,1543078,170.28M
450,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",474.39M,-4.14%,295860,-
451,NUVB,Nuvation Bio Inc.,472.04M,-9.13%,674072,-
452,AEON,"AEON Biopharma, Inc.",471.56M,14.26%,126567,-
453,ABUS,Arbutus Biopharma Corporation,470.27M,-3.33%,812322,18.14M
454,PHAT,"Phathom Pharmaceuticals, Inc.",467.82M,-2.88%,548776,682.00K
455,AVAH,Aveanna Healthcare Holdings Inc.,462.53M,-3.00%,287831,1.90B
456,SLDB,Solid Biosciences Inc.,461.77M,0.41%,449264,-
457,CVRX,"CVRx, Inc.",457.69M,-1.74%,89040,39.30M
458,PETQ,"PetIQ, Inc.",457.66M,-6.16%,404255,1.10B
459,URGN,UroGen Pharma Ltd.,457.13M,-17.97%,612933,82.71M
460,ZIMV,ZimVie Inc.,454.47M,-2.80%,251182,457.43M
461,HRTX,"Heron Therapeutics, Inc.",452.49M,1.33%,4413947,127.04M
462,CELC,Celcuity Inc.,449.48M,-0.84%,339250,-
463,MREO,Mereo BioPharma Group plc,447.38M,-1.57%,1552801,9.02M
464,BTMD,biote Corp.,445.02M,1.97%,141388,184.14M
465,PEPG,PepGen Inc.,444.87M,1.16%,68169,-
466,RCEL,"AVITA Medical, Inc.",439.33M,-2.52%,163228,51.57M
467,IVVD,"Invivyd, Inc.",438.54M,-1.08%,147398,-
468,MXCT,"MaxCyte, Inc.",437.34M,0.96%,1001804,41.29M
469,STTK,"Shattuck Labs, Inc.",434.37M,-4.16%,267795,1.66M
470,RENB,Renovaro Biosciences Inc.,432.44M,3.99%,864737,-
471,TRDA,"Entrada Therapeutics, Inc.",427.07M,-4.01%,87709,129.01M
472,OCS,Oculis Holding AG,426.66M,-0.76%,2144,-
473,TBPH,"Theravance Biopharma, Inc.",423.85M,-2.16%,422970,57.42M
474,AVXL,Anavex Life Sciences Corp.,422.06M,-4.46%,1188165,-
475,TNYA,"Tenaya Therapeutics, Inc.",416.57M,-11.83%,2367177,-
476,MODV,ModivCare Inc.,416.43M,0.03%,129225,2.76B
477,PIII,P3 Health Partners Inc.,414.38M,-12.76%,871438,1.18B
478,TERN,"Terns Pharmaceuticals, Inc.",412.79M,-5.23%,422400,-
479,SRDX,"Surmodics, Inc.",412.56M,-2.31%,43086,138.20M
480,LXEO,"Lexeo Therapeutics, Inc.",410.34M,-5.43%,110486,-
481,NGNE,Neurogene Inc.,406.51M,-4.16%,166841,-
482,CBUS,"Cibus, Inc.",406.22M,0.42%,25886,756.00K
483,ESPR,"Esperion Therapeutics, Inc.",405.27M,-6.39%,5602397,116.33M
484,MGTX,MeiraGTx Holdings plc,403.84M,-7.09%,310187,-
485,JSPR,"Jasper Therapeutics, Inc.",403.56M,-9.11%,117668,-
486,MGX,"Metagenomi, Inc.",402.30M,-3.25%,79234,17.20M
487,ANRO,"Alto Neuroscience, Inc.",399.03M,4.93%,285078,-
488,AQST,"Aquestive Therapeutics, Inc.",398.76M,-3.49%,2188794,50.58M
489,TSHA,"Taysha Gene Therapies, Inc.",397.29M,-5.31%,1840515,14.35M
490,CYH,"Community Health Systems, Inc.",396.54M,-5.17%,1059707,12.49B
491,ORGO,Organogenesis Holdings Inc.,395.89M,-5.33%,1365371,433.14M
492,ITOS,"iTeos Therapeutics, Inc.",395.35M,-5.63%,116076,12.60M
493,CDMO,"Avid Bioservices, Inc.",395.24M,-2.56%,1368792,140.94M
494,CLOV,"Clover Health Investments, Corp.",392.94M,-10.03%,27724728,2.03B
495,ZYXI,"Zynex, Inc.",392.15M,-3.94%,313915,184.32M
496,EPIX,ESSA Pharma Inc.,390.62M,-1.55%,30522,-
497,AURA,"Aura Biosciences, Inc.",390.14M,-5.81%,134177,-
498,THRD,"Third Harmonic Bio, Inc.",389.10M,-5.39%,114138,-
499,ANL,Adlai Nortye Ltd.,387.83M,1.35%,723,-
500,NPCE,"NeuroPace, Inc.",386.90M,1.87%,177069,65.42M
501,HUMA,"Humacyte, Inc.",384.85M,-3.95%,784250,-
502,TCMD,"Tactile Systems Technology, Inc.",384.45M,1.30%,388437,274.42M
503,LFMD,"LifeMD, Inc.",383.30M,9.78%,2104773,152.55M
504,PGEN,"Precigen, Inc.",378.36M,-5.92%,1003811,6.76M
505,KRRO,"Korro Bio, Inc.",374.13M,10.18%,15537,-
506,HROW,"Harrow Health, Inc.",371.55M,-3.78%,261893,114.17M
507,CERS,Cerus Corporation,368.00M,-2.46%,2518058,186.80M
508,VMD,"Viemed Healthcare, Inc.",367.41M,-1.69%,161331,183.01M
509,ADAP,Adaptimmune Therapeutics plc,365.30M,-8.18%,1336801,60.28M
510,DCGO,DocGo Inc.,364.60M,1.71%,1304652,624.29M
511,ANIK,"Anika Therapeutics, Inc.",359.29M,-3.39%,212882,163.31M
512,PROC,Procaps Group S.A.,355.01M,-0.32%,1651,414.10M
513,ADVM,"Adverum Biotechnologies, Inc.",351.14M,-3.89%,1626697,3.60M
514,SNDL,SNDL Inc.,350.14M,-2.24%,2351944,685.16M
515,AXGN,"AxoGen, Inc.",347.81M,-3.60%,214951,159.01M
516,FBLG,"FibroBiologics, Inc.",345.92M,-10.17%,61836,-
517,INZY,"Inozyme Pharma, Inc.",342.22M,-2.60%,567937,-
518,AIRS,"AirSculpt Technologies, Inc.",340.51M,-4.38%,34815,195.92M
519,SPOK,"Spok Holdings, Inc.",339.70M,-2.36%,136145,139.03M
520,LUNG,Pulmonx Corporation,338.36M,0.23%,431845,68.68M
521,ACIU,AC Immune SA,337.41M,-10.00%,116548,17.62M
522,AMRN,Amarin Corporation plc,337.14M,-4.76%,1492073,306.91M
523,SHCR,"Sharecare, Inc.",333.75M,-1.76%,1155401,239.56M
524,KOD,Kodiak Sciences Inc.,331.62M,-11.00%,632432,-
525,NAUT,"Nautilus Biotechnology, Inc.",330.26M,-5.30%,112544,-
526,PSTX,"Poseida Therapeutics, Inc.",329.03M,-4.99%,780466,64.70M
527,BVS,Bioventus Inc.,328.94M,-1.89%,174646,512.35M
528,KMDA,Kamada Ltd.,328.78M,-2.45%,32772,142.52M
529,AVIR,"Atea Pharmaceuticals, Inc.",324.03M,-3.51%,234055,-
530,GOSS,"Gossamer Bio, Inc.",322.58M,-2.10%,720690,-
531,LYRA,"Lyra Therapeutics, Inc.",321.69M,-10.61%,264620,1.42M
532,GUTS,"Fractyl Health, Inc.",321.35M,-0.74%,492318,-
533,TCRX,"TScan Therapeutics, Inc.",321.29M,1.19%,92922,21.05M
534,SMTI,Sanara MedTech Inc.,318.49M,-2.52%,10053,62.62M
535,ADCT,ADC Therapeutics SA,314.51M,-4.10%,543649,69.56M
536,ERAS,"Erasca, Inc.",314.26M,-6.31%,559723,-
537,IMMP,Immutep Limited,310.28M,-3.45%,105993,4.58M
538,XERS,"Xeris Biopharma Holdings, Inc.",306.19M,-2.29%,1649244,163.91M
539,STOK,"Stoke Therapeutics, Inc.",305.88M,-5.40%,114313,9.25M
540,ENTA,"Enanta Pharmaceuticals, Inc.",305.49M,-4.02%,96593,73.62M
541,ATAI,Atai Life Sciences N.V.,305.46M,-8.70%,2985015,334.00K
542,GLUE,"Monte Rosa Therapeutics, Inc.",304.99M,-8.42%,144668,-
543,SENS,"Senseonics Holdings, Inc.",301.05M,-0.99%,1258008,22.39M
544,RAPT,"RAPT Therapeutics, Inc.",298.56M,-1.98%,749957,-
545,SNDA,"Sonida Senior Living, Inc.",297.79M,-14.29%,43581,249.13M
546,XOMA,XOMA Corporation,297.74M,0.62%,27579,4.76M
547,SOPH,SOPHiA GENETICS SA,295.82M,-7.06%,66066,62.37M
548,NBTX,Nanobiotix S.A.,294.92M,-2.95%,1397,7.41M
549,OPT,Opthea Limited,292.46M,4.48%,2572,385.28K
550,IPSC,"Century Therapeutics, Inc.",290.80M,-7.20%,137401,2.24M
551,SERA,"Sera Prognostics, Inc.",286.73M,-2.30%,58474,330.00K
552,WGS,GeneDx Holdings Corp.,280.08M,1.59%,253468,202.57M
553,CMPX,"Compass Therapeutics, Inc.",279.19M,-11.42%,351505,-
554,STRO,"Sutro Biopharma, Inc.",277.95M,-12.06%,507731,48.64M
555,EDAP,EDAP TMS S.A.,271.79M,-2.25%,20614,60.13M
556,VSTM,"Verastem, Inc.",271.38M,-2.23%,148766,-
557,CGC,Canopy Growth Corporation,269.70M,-6.42%,1643571,248.53M
558,BLUE,"bluebird bio, Inc.",267.91M,-4.32%,4657221,21.73M
559,FENC,Fennec Pharmaceuticals Inc.,267.10M,1.01%,100081,13.05M
560,OCGN,"Ocugen, Inc.",266.76M,-1.92%,3117915,-
561,ARAY,Accuray Incorporated,265.77M,-3.36%,347044,447.48M
562,AKBA,"Akebia Therapeutics, Inc.",265.63M,-2.84%,2574435,194.62M
563,CRDF,"Cardiff Oncology, Inc.",264.67M,-,2927107,488.00K
564,AGEN,Agenus Inc.,263.03M,-8.94%,10400645,156.31M
565,INO,"Inovio Pharmaceuticals, Inc.",262.92M,-3.91%,337123,832.01K
566,AMWL,American Well Corporation,262.44M,-6.70%,1880913,259.05M
567,HOWL,"Werewolf Therapeutics, Inc.",261.12M,-1.77%,124228,19.94M
568,FHTX,Foghorn Therapeutics Inc.,260.50M,-10.50%,93485,34.16M
569,PBYI,"Puma Biotechnology, Inc.",256.94M,-2.06%,464486,235.64M
570,CGEN,Compugen Ltd.,255.07M,-4.63%,339815,33.46M
571,RIGL,"Rigel Pharmaceuticals, Inc.",254.30M,-8.28%,1439183,116.88M
572,UTMD,"Utah Medical Products, Inc.",252.72M,-0.44%,24511,51.47M
573,ABOS,"Acumen Pharmaceuticals, Inc.",251.91M,-5.98%,261779,-
574,QSI,Quantum-Si incorporated,250.93M,-2.75%,890420,1.08M
575,MESO,Mesoblast Limited,249.88M,-,257122,7.25M
576,PRLD,Prelude Therapeutics Incorporated,247.69M,-3.46%,24942,-
577,CHRS,"Coherus BioSciences, Inc.",246.67M,-5.65%,6155055,211.07M
578,TLSI,"TriSalus Life Sciences, Inc.",245.91M,-,80260,25.19M
579,QURE,uniQure N.V.,244.45M,-5.68%,1176990,15.84M
580,ZVRA,"Zevra Therapeutics, Inc.",240.99M,-2.07%,198099,16.56M
581,ME,23andMe Holding Co.,239.62M,-9.69%,7834715,247.99M
582,AKYA,"Akoya Biosciences, Inc.",239.56M,-0.82%,178177,96.63M
583,CDXS,"Codexis, Inc.",237.63M,-5.33%,546355,70.14M
584,PYXS,"Pyxis Oncology, Inc.",237.13M,-11.40%,1043888,-
585,OPRX,OptimizeRx Corporation,234.53M,-4.51%,81243,62.81M
586,GRTS,"Gritstone bio, Inc.",231.43M,-5.08%,904229,16.34M
587,OMER,Omeros Corporation,231.35M,-8.91%,1099798,-
588,LCTX,"Lineage Cell Therapeutics, Inc.",228.13M,-4.13%,976881,8.95M
589,LFCR,"Lifecore Biomedical, Inc.",226.36M,-3.51%,90777,157.39M
590,RPTX,Repare Therapeutics Inc.,223.57M,-3.33%,58711,51.13M
591,BFLY,"Butterfly Network, Inc.",222.70M,-1.83%,1615314,65.90M
592,GLSI,"Greenwich LifeSciences, Inc.",221.89M,-9.29%,77584,-
593,ANGO,"AngioDynamics, Inc.",221.59M,-2.70%,417251,329.54M
594,MASS,908 Devices Inc.,221.15M,-4.96%,223907,50.23M
595,VNDA,Vanda Pharmaceuticals Inc.,220.94M,-1.04%,688232,192.64M
596,SMLR,"Semler Scientific, Inc.",219.79M,-7.38%,91366,68.18M
597,VRCA,Verrica Pharmaceuticals Inc.,218.88M,-5.04%,119089,5.12M
598,BDTX,"Black Diamond Therapeutics, Inc.",216.70M,8.35%,466284,-
599,SGHT,"Sight Sciences, Inc.",216.55M,0.92%,151654,81.06M
600,OMGA,"Omega Therapeutics, Inc.",215.60M,-9.72%,411093,2.84M
601,AMLX,"Amylyx Pharmaceuticals, Inc.",214.87M,-7.85%,3992819,380.79M
602,CRMD,CorMedix Inc.,214.43M,7.18%,1481785,-
603,OPTN,"OptiNose, Inc.",214.04M,-1.55%,357732,70.99M
604,NOTV,"Inotiv, Inc.",213.93M,-0.12%,254817,585.17M
605,SCLX,Scilex Holding Company,213.55M,4.51%,1143991,46.74M
606,INMB,"INmune Bio, Inc.",212.84M,-3.13%,57305,224.00K
607,MACK,"Merrimack Pharmaceuticals, Inc.",212.81M,-0.20%,98960,-
608,ALIM,"Alimera Sciences, Inc.",208.37M,4.19%,34698,80.75M
609,FGEN,"FibroGen, Inc.",207.91M,4.50%,1585730,147.75M
610,GRPH,"Graphite Bio, Inc.",207.32M,-2.25%,649939,-
611,IVA,Inventiva S.A.,206.73M,1.52%,87065,24.22M
612,TSVT,"2seventy bio, Inc.",205.76M,-1.25%,541346,100.39M
613,CDT,Conduit Pharmaceuticals Inc.,205.25M,2.91%,17816,-
614,STXS,"Stereotaxis, Inc.",204.50M,-1.61%,209012,26.77M
615,PROF,Profound Medical Corp.,203.98M,2.40%,19095,5.41M
616,DRTS,Alpha Tau Medical Ltd.,203.44M,-2.74%,29895,-
617,IPHA,Innate Pharma S.A.,202.10M,-0.79%,5527,57.45M
618,ABEO,Abeona Therapeutics Inc.,201.41M,-1.09%,211107,3.57M
619,TELO,"Telomir Pharmaceuticals, Inc.",199.27M,-17.94%,77328,-
620,OVID,Ovid Therapeutics Inc.,196.22M,-2.48%,165282,391.70K
621,GBIO,Generation Bio Co.,194.11M,-1.00%,135271,5.90M
622,XBIT,XBiotech Inc.,193.88M,0.79%,60651,300.00K
623,CLPT,"ClearPoint Neuro, Inc.",193.42M,0.56%,200041,23.96M
624,ELEV,"Elevation Oncology, Inc.",192.66M,-5.04%,432436,-
625,INFU,"InfuSystem Holdings, Inc.",191.20M,-5.25%,76255,122.84M
626,SCPH,scPharmaceuticals Inc.,191.09M,-2.57%,569343,13.59M
627,OBIO,"Orchestra BioMed Holdings, Inc.",190.16M,-2.56%,23931,3.60M
628,TRVI,"Trevi Therapeutics, Inc.",189.66M,5.39%,573467,-
629,PRQR,ProQR Therapeutics N.V.,189.26M,-0.43%,353984,10.58M
630,ASPI,ASP Isotopes Inc.,188.75M,-5.00%,338246,-
631,CAPR,"Capricor Therapeutics, Inc.",186.51M,3.87%,280892,25.18M
632,HBIO,"Harvard Bioscience, Inc.",186.18M,-2.28%,69832,112.25M
633,ATNM,"Actinium Pharmaceuticals, Inc.",186.02M,-6.42%,191063,-
634,CLLS,Cellectis S.A.,185.19M,-1.56%,17809,24.41M
635,ACET,"Adicet Bio, Inc.",184.61M,-8.89%,1679325,-
636,OGI,OrganiGram Holdings Inc.,180.67M,-3.12%,438453,-
637,GNFT,Genfit S.A.,178.41M,-0.85%,3481,32.69M
638,CYBN,Cybin Inc.,176.81M,2.14%,13159562,-
639,JYNT,The Joint Corp.,175.54M,-1.42%,105536,117.70M
640,VXRT,"Vaxart, Inc.",173.35M,-2.65%,1171955,7.38M
641,GNLX,Genelux Corporation,171.93M,-3.26%,189019,238.00K
642,NVCT,"Nuvectis Pharma, Inc.",171.29M,-5.08%,435609,-
643,RANI,"Rani Therapeutics Holdings, Inc.",170.97M,-6.31%,47550,-
644,QIPT,Quipt Home Medical Corp.,169.67M,-1.95%,105103,185.18M
645,GLYC,"GlycoMimetics, Inc.",168.07M,2.35%,177965,-
646,INGN,"Inogen, Inc.",166.55M,-5.46%,260224,315.66M
647,ALDX,"Aldeyra Therapeutics, Inc.",164.02M,-4.48%,692424,-
648,GTHX,"G1 Therapeutics, Inc.",163.91M,-9.83%,547631,82.51M
649,ACB,Aurora Cannabis Inc.,161.98M,-2.69%,868859,200.73M
650,AUGX,"Augmedix, Inc.",159.75M,-4.08%,486743,40.93M
651,NKTR,Nektar Therapeutics,157.91M,1.18%,928171,90.12M
652,RLMD,"Relmada Therapeutics, Inc.",157.42M,-10.82%,162739,-
653,SYRS,"Syros Pharmaceuticals, Inc.",155.52M,-6.80%,209037,8.80M
654,DBVT,DBV Technologies S.A.,155.07M,-2.18%,46293,15.73M
655,CDXC,ChromaDex Corporation,154.38M,-2.38%,243473,83.57M
656,KPTI,Karyopharm Therapeutics Inc.,154.19M,-5.63%,891136,146.03M
657,ALUR,Allurion Technologies Inc.,153.33M,-2.85%,36107,109.44M
658,ACHV,"Achieve Life Sciences, Inc.",152.76M,0.90%,87165,-
659,IMAB,I-Mab,152.03M,-2.17%,605705,-35.05M
660,ATOS,"Atossa Therapeutics, Inc.",150.36M,-4.76%,769167,-
661,SGMT,Sagimet Biosciences Inc.,149.91M,-7.10%,1774306,2.00M
662,XTNT,"Xtant Medical Holdings, Inc.",148.33M,1.79%,137690,78.46M
663,PDSB,PDS Biotechnology Corporation,147.76M,0.74%,787434,-
664,FONR,FONAR Corporation,146.68M,-2.07%,26381,102.42M
665,ELMD,"Electromed, Inc.",142.16M,-2.36%,35018,51.69M
666,COYA,"Coya Therapeutics, Inc.",141.75M,2.15%,285560,-
667,OCEA,"Ocean Biomedical, Inc.",141.10M,-3.35%,891373,-
668,XFOR,"X4 Pharmaceuticals, Inc.",140.83M,-0.46%,1719434,-
669,MDWD,MediWound Ltd.,139.86M,-0.72%,36685,24.97M
670,SGMO,"Sangamo Therapeutics, Inc.",139.55M,-0.65%,2373712,176.23M
671,CTMX,"CytomX Therapeutics, Inc.",138.49M,-1.90%,1089344,101.21M
672,DSGN,"Design Therapeutics, Inc.",138.32M,-7.46%,160261,-
673,CLSD,"Clearside Biomedical, Inc.",136.75M,6.13%,851423,8.23M
674,ZURA,Zura Bio Limited,136.61M,-4.80%,85593,-
675,ZOM,Zomedica Corp.,136.21M,-3.31%,5883954,24.01M
676,TELA,"TELA Bio, Inc.",135.91M,-2.52%,69330,53.08M
677,BDSX,"Biodesix, Inc.",133.78M,-4.08%,108547,49.09M
678,TBRG,TruBridge Inc.,133.71M,2.39%,244011,336.79M
679,YS,"YS Biopharma Co., Ltd.",132.77M,-7.54%,188060,560.76M
680,ZTEK,Zentek Ltd.,132.07M,-,13641,25.27K
681,TOI,"The Oncology Institute, Inc.",131.27M,5.62%,147869,309.88M
682,HITI,High Tide Inc.,130.41M,-2.94%,128991,487.67M
683,VINC,"Vincerx Pharma, Inc.",129.35M,-10.19%,407848,-
684,ADAG,Adagene Inc.,128.82M,-1.06%,2605,22.67M
685,NGM,"NGM Biopharmaceuticals, Inc.",127.70M,-,322530,-
686,VOR,Vor Biopharma Inc.,127.14M,-8.21%,456537,-
687,MOLN,Molecular Partners AG,126.98M,3.62%,911,9.46M
688,STIM,"Neuronetics, Inc.",125.57M,-6.16%,95029,71.35M
689,YI,"111, Inc.",125.15M,0.68%,76381,2.06B
690,ARMP,"Armata Pharmaceuticals, Inc.",124.71M,-2.03%,6715,4.05M
691,CELU,Celularity Inc.,124.16M,-1.55%,70451,14.79M
692,GTH,Genetron Holdings Limited,123.34M,-0.13%,8566,93.36M
693,GALT,Galectin Therapeutics Inc.,122.46M,-,38082,-
694,ALLK,Allakos Inc.,122.03M,-6.45%,610249,-
695,TKNO,"Alpha Teknova, Inc.",121.16M,3.85%,1566,36.71M
696,IMUX,"Immunic, Inc.",119.61M,-2.26%,322139,-
697,KNTE,Kinnate Biopharma Inc.,119.52M,-0.39%,153669,-
698,MCRB,"Seres Therapeutics, Inc.",117.95M,-1.98%,3251170,126.33M
699,SEER,"Seer, Inc.",117.56M,-5.26%,462386,16.66M
700,EBS,Emergent BioSolutions Inc.,116.94M,4.91%,1761434,1.05B
701,ACRV,"Acrivon Therapeutics, Inc.",115.63M,-3.98%,31227,-
702,BYSI,BeyondSpring Inc.,115.49M,-3.65%,141999,1.55M
703,IOBT,"IO Biotech, Inc.",115.29M,-2.86%,65342,-
704,SCTL,"Societal CDMO, Inc.",115.07M,-,644778,91.20M
705,BCAB,"BioAtla, Inc.",115.05M,-6.65%,393772,-
706,ETON,"Eton Pharmaceuticals, Inc.",114.95M,-0.45%,54441,32.64M
707,OM,"Outset Medical, Inc.",113.89M,-10.70%,858402,130.38M
708,SHOT,Safety Shot Inc,112.72M,-0.94%,476040,4.40M
709,CVM,CEL-SCI Corporation,111.74M,1.93%,280119,-
710,PLX,"Protalix BioTherapeutics, Inc.",110.89M,-9.87%,1249159,65.49M
